Session Time,GPS Fix Quality,Number of Satellites,GPS Date & Time,Latitude (deg),Longitude (deg),GPS Altitude (feet),Ground Speed (knots),Ground Track (deg),Mag Var (deg),Cross Track Error (NM),Destination Waypoint ID,Range to Destination (NM),Bearing to Destination (deg),System Time,Pitch (deg),Roll (deg),Magnetic Heading (deg),Indicated Airspeed (knots),Pressure Altitude (ft),Turn Rate (deg/s),Lateral Accel (g),Vertical Accel(g),Angle of Attack (%),Vertical Speed (ft/min),OAT (deg C),True Airspeed (knots),Barometer Setting (inHg),Density Altitude (ft),Wind Direction (deg),Wind Speed (knots),Heading Bug (deg),Altitude Bug (ft),Airspeed Bug (knots),Vertical Speed Bug (ft/min),Course (deg),CDI Source Type,CDI Source Port,CDI Scale (NM),CDI Deflection (%),Glideslope (%),AP Engaged,AP Roll Mode,AP Roll Force,AP Roll Position (steps),AP Roll Slip (bool),AP Pitch Force,AP Pitch Position (steps),AP Pitch Slip (bool),AP Yaw Force,AP Yaw Position,AP Yaw Slip (bool),Transponder Status,Transponder Reply (bool),Transponder Identing (bool),Transponder Code (octal),Oil Pressure (PSI),Oil Temp (deg C),RPM L,RPM R,Manifold Pressure (inHg),Fuel Flow 1 (gal/hr),Fuel Flow 2 (gal/hr),Total Fuel Flow (gal/hr),Fuel Pressure (PSI),Fuel Level L (gal),Fuel Level R (gal),Fuel Remaining (gal),Volts 1,Volts 2,Amps,Hobbs Time,Tach Time,Thermocouple 1 (deg C),Thermocouple 2 (deg C),Thermocouple 3 (deg C),Thermocouple 4 (deg C),CHT 4 (deg C),EGT 4 (deg C),CHT 3 (deg C),EGT 3 (deg C),CHT 2 (deg C),EGT 2 (deg C),CHT 1 (deg C),EGT 1 (deg C),Thermocouple 13 (deg C),Thermocouple 14 (deg C),ELEV POSITION (%),CO PPM PRESSURE (PSI),GP Input 3,FUEL PRESSURE (PSI),AILERN POSITION (%),CANOPY CONTACT (V),GP Input 7,GP Input 8,LEFT LEVEL (Sensor V),RIGHT LEVEL (Sensor V),OIL PRESSURE (PSI),OIL TEMPERATURE (deg C),GP Input 13,Contacts,Percent Power,EGT Leaning State,Unnamed: 103,RPM,AVG_CHT,CHT_Delta_T,OIL_Delta_T,Fuel Flow Integral,Distance Traveled,MPG,Flight ID
740.31,2.0,10.0,2025-11-06 22:35:18,37.0816,-121.59956,251.0,0.0,108.6,-12.6,0.0,,0.0,0.0,0.0,10.9,-1.3,52.4,0.0,65.0,-0.1,-0.02,1.0,0.0,8.0,25.0,0.0,30.14,1211.0,0.0,0.0,316.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,65.0,33.0,1118.0,1118.0,13.8,0.0,0.0,0.0,24.8,0.0,0.0,40.0,0.0,0.0,16.6,0.1,0.0,0.0,0.0,0.0,0.0,158.0,670.0,147.0,661.0,150.0,615.0,151.0,621.0,0.0,0.0,-19.0,0.0,0.0,24.8,1.0,4.998,0.0,0.0,0.653,0.814,64.7,33.4,0.0,0.0,0.0,,0.0,1118.0,151.5,126.5,8.399999999999999,0.0,38.498166666666656,0.0,2025-11-06 14:23:18-08:00
740.56,2.0,10.0,2025-11-06 22:35:19,37.0816,-121.59956,251.0,0.0,108.6,-12.6,0.0,,0.0,0.0,0.0,10.9,-1.3,52.4,0.0,65.0,-0.0,-0.02,1.0,0.0,12.0,25.0,0.0,30.14,1211.0,0.0,0.0,316.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,65.0,33.0,1119.0,1119.0,13.8,0.0,0.0,0.0,24.8,0.0,0.0,40.0,0.0,0.0,16.5,0.1,0.0,0.0,0.0,0.0,0.0,158.0,670.0,147.0,661.0,150.0,614.0,151.0,622.0,0.0,0.0,-19.0,0.0,0.0,24.8,1.0,4.998,0.0,0.0,0.653,0.814,64.6,33.4,0.0,0.0,0.0,,0.0,1119.0,151.5,126.5,8.399999999999999,0.0,38.498166666666656,0.0,2025-11-06 14:23:18-08:00
740.81,2.0,10.0,2025-11-06 22:35:19,37.0816,-121.59956,251.0,0.1,108.6,-12.6,0.0,,0.0,0.0,0.0,10.9,-1.3,52.5,0.0,65.0,-0.0,-0.02,1.0,0.0,15.0,25.0,0.0,30.14,1211.0,0.0,0.0,316.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,65.0,33.0,1123.0,1123.0,13.8,0.0,0.0,0.0,24.9,0.0,0.0,40.0,0.0,0.0,16.3,0.1,0.0,0.0,0.0,0.0,0.0,158.0,671.0,147.0,661.0,150.0,614.0,151.0,623.0,0.0,0.0,-19.0,0.0,0.0,24.9,1.0,4.998,0.0,0.0,0.653,0.813,64.6,33.5,0.0,0.0,0.0,,0.0,1123.0,151.5,126.5,8.5,0.0,38.519249999999985,0.0,2025-11-06 14:23:18-08:00
741.06,2.0,10.0,2025-11-06 22:35:19,37.0816,-121.59956,251.0,0.1,108.6,-12.6,0.0,,0.0,0.0,0.0,10.9,-1.3,52.5,0.0,65.0,0.0,-0.02,1.0,0.0,11.0,25.0,0.0,30.14,1211.0,0.0,0.0,316.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,65.0,33.0,1139.0,1139.0,13.7,0.0,0.0,0.0,24.9,0.0,0.0,40.0,0.0,0.0,16.1,0.1,0.0,0.0,0.0,0.0,0.0,159.0,671.0,147.0,661.0,150.0,614.0,151.0,623.0,0.0,0.0,-19.0,0.0,0.0,24.9,1.0,4.998,0.0,0.0,0.653,0.814,64.7,33.5,0.0,0.0,0.0,,0.0,1139.0,151.75,126.75,8.5,0.0,38.56141666666665,0.0,2025-11-06 14:23:18-08:00
741.31,2.0,10.0,2025-11-06 22:35:19,37.0816,-121.59956,251.0,0.1,108.6,-12.6,0.0,,0.0,0.0,0.0,10.9,-1.3,52.5,0.0,65.0,0.0,-0.02,1.0,0.0,16.0,25.0,0.0,30.14,1211.0,0.0,0.0,316.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,65.0,33.0,1134.0,1134.0,13.7,0.0,0.0,0.0,24.6,0.0,0.0,40.0,0.0,0.0,16.0,0.1,0.0,0.0,0.0,0.0,0.0,159.0,670.0,147.0,661.0,150.0,614.0,151.0,623.0,0.0,0.0,-19.0,0.0,0.0,24.6,1.0,4.998,0.0,0.0,0.653,0.813,64.9,33.5,0.0,0.0,0.0,,0.0,1134.0,151.75,126.75,8.5,0.0,38.60358333333332,0.0,2025-11-06 14:23:18-08:00
741.56,2.0,10.0,2025-11-06 22:35:20,37.0816,-121.59956,250.0,0.0,108.6,-12.6,0.0,,0.0,0.0,0.0,10.9,-1.2,52.5,0.0,65.0,0.0,-0.02,1.0,0.0,12.0,25.0,0.0,30.14,1211.0,0.0,0.0,316.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,65.0,33.0,1128.0,1128.0,13.6,0.0,0.0,0.0,24.7,0.0,0.0,40.0,0.0,0.0,15.9,0.1,0.0,0.0,0.0,0.0,0.0,158.0,671.0,147.0,661.0,150.0,615.0,151.0,624.0,0.0,0.0,-19.0,0.0,0.0,24.7,1.0,4.998,0.0,0.0,0.653,0.813,64.9,33.5,0.0,0.0,0.0,,0.0,1128.0,151.5,126.5,8.5,0.0,38.624666666666656,0.0,2025-11-06 14:23:18-08:00
741.81,2.0,10.0,2025-11-06 22:35:20,37.0816,-121.59956,250.0,0.1,108.6,-12.6,0.0,,0.0,0.0,0.0,10.9,-1.2,52.5,0.0,65.0,0.0,-0.02,1.0,0.0,8.0,25.0,0.0,30.14,1211.0,0.0,0.0,316.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,65.0,33.0,1124.0,1124.0,13.6,0.0,0.0,0.0,24.8,0.0,0.0,40.0,0.0,0.0,15.7,0.1,0.0,0.0,0.0,0.0,0.0,158.0,670.0,147.0,660.0,150.0,615.0,151.0,624.0,0.0,0.0,-19.0,0.0,0.0,24.8,1.0,4.998,0.0,0.0,0.653,0.813,64.9,33.5,0.0,0.0,0.0,,0.0,1124.0,151.5,126.5,8.5,0.0,38.645749999999985,0.0,2025-11-06 14:23:18-08:00
742.06,2.0,10.0,2025-11-06 22:35:20,37.0816,-121.59956,250.0,0.0,108.6,-12.6,0.0,,0.0,0.0,0.0,10.9,-1.3,52.5,0.0,65.0,0.0,-0.02,1.0,0.0,10.0,25.0,0.0,30.14,1211.0,0.0,0.0,316.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,65.0,33.0,1130.0,1130.0,13.6,0.0,0.0,0.0,24.8,0.0,0.0,40.0,0.0,0.0,15.6,0.1,0.0,0.0,0.0,0.0,0.0,158.0,670.0,147.0,660.0,150.0,615.0,151.0,624.0,0.0,0.0,-19.0,0.0,0.0,24.8,1.0,4.998,0.0,0.0,0.653,0.813,64.8,33.5,0.0,0.0,0.0,,0.0,1130.0,151.5,126.5,8.5,0.0,38.66683333333332,0.0,2025-11-06 14:23:18-08:00
742.31,2.0,10.0,2025-11-06 22:35:20,37.0816,-121.59956,250.0,0.1,108.6,-12.6,0.0,,0.0,0.0,0.0,10.9,-1.3,52.5,0.0,65.0,0.0,-0.02,1.0,0.0,7.0,25.0,0.0,30.14,1211.0,0.0,0.0,316.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,65.0,33.0,1124.0,1124.0,13.6,0.0,0.0,0.0,24.9,0.0,0.0,40.0,0.0,0.0,15.4,0.1,0.0,0.0,0.0,0.0,0.0,159.0,670.0,147.0,661.0,150.0,615.0,151.0,624.0,0.0,0.0,-19.0,0.0,0.0,24.9,1.0,4.998,0.0,0.0,0.653,0.813,64.8,33.5,0.0,0.0,0.0,,0.0,1124.0,151.75,126.75,8.5,0.0,38.68791666666665,0.0,2025-11-06 14:23:18-08:00
742.56,2.0,10.0,2025-11-06 22:35:21,37.0816,-121.59956,250.0,0.1,108.6,-12.6,0.0,,0.0,0.0,0.0,10.9,-1.2,52.5,0.0,65.0,0.0,-0.02,1.0,0.0,12.0,25.0,0.0,30.14,1211.0,0.0,0.0,316.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,65.0,34.0,1112.0,1112.0,13.5,0.0,0.0,0.0,24.8,0.0,0.0,40.0,0.0,0.0,15.3,0.1,0.0,0.0,0.0,0.0,0.0,159.0,671.0,147.0,661.0,150.0,616.0,151.0,624.0,0.0,0.0,-19.0,0.0,0.0,24.8,1.0,4.998,0.0,0.0,0.653,0.813,64.7,33.5,0.0,0.0,0.0,,0.0,1112.0,151.75,126.75,8.5,0.0,38.73008333333332,0.0,2025-11-06 14:23:18-08:00
742.81,2.0,10.0,2025-11-06 22:35:21,37.0816,-121.59956,250.0,0.1,108.6,-12.6,0.0,,0.0,0.0,0.0,10.9,-1.2,52.5,0.0,65.0,0.0,-0.02,1.0,0.0,7.0,25.0,0.0,30.14,1211.0,0.0,0.0,316.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,65.0,34.0,1099.0,1099.0,13.5,0.0,0.0,0.0,24.4,0.0,0.0,40.0,0.0,0.0,15.2,0.1,0.0,0.0,0.0,0.0,0.0,159.0,671.0,147.0,661.0,150.0,616.0,151.0,624.0,0.0,0.0,-19.0,0.0,0.0,24.4,1.0,4.998,0.0,0.0,0.653,0.813,64.6,33.5,0.0,0.0,0.0,,0.0,1099.0,151.75,126.75,8.5,0.0,38.772249999999985,0.0,2025-11-06 14:23:18-08:00
743.06,2.0,10.0,2025-11-06 22:35:21,37.08161,-121.59956,250.0,0.1,108.6,-12.6,0.0,,0.0,0.0,0.0,10.9,-1.3,52.5,0.0,65.0,0.0,-0.02,1.0,0.0,1.0,25.0,0.0,30.14,1211.0,0.0,0.0,316.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,64.0,34.0,1093.0,1093.0,13.6,0.0,0.0,0.0,24.5,0.0,0.0,40.0,0.0,0.0,15.1,0.1,0.0,0.0,0.0,0.0,0.0,159.0,671.0,147.0,661.0,150.0,616.0,151.0,623.0,0.0,0.0,-19.0,0.0,0.0,24.5,1.0,4.998,0.0,0.0,0.653,0.813,64.3,33.5,0.0,0.0,0.0,,0.0,1093.0,151.75,126.75,8.5,0.0,38.81441666666665,0.0,2025-11-06 14:23:18-08:00
743.31,2.0,10.0,2025-11-06 22:35:21,37.08161,-121.59956,250.0,0.0,108.6,-12.6,0.0,,0.0,0.0,0.0,10.9,-1.3,52.5,0.0,65.0,0.0,-0.02,1.0,0.0,-5.0,25.0,0.0,30.14,1211.0,0.0,0.0,316.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,64.0,34.0,1095.0,1095.0,13.7,0.0,0.0,0.0,24.6,0.0,0.0,40.0,0.0,0.0,14.9,0.1,0.0,0.0,0.0,0.0,0.0,159.0,672.0,147.0,662.0,150.0,616.0,151.0,623.0,0.0,0.0,-19.0,0.0,0.0,24.6,1.0,4.998,0.0,0.0,0.653,0.813,64.1,33.5,0.0,0.0,0.0,,0.0,1095.0,151.75,126.75,8.5,0.0,38.83549999999999,0.0,2025-11-06 14:23:18-08:00
743.56,2.0,10.0,2025-11-06 22:35:22,37.08161,-121.59956,250.0,0.0,108.6,-12.6,0.0,,0.0,0.0,0.0,10.9,-1.2,52.5,0.0,65.0,0.0,-0.02,0.9,0.0,-4.0,25.0,0.0,30.14,1211.0,0.0,0.0,316.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,64.0,34.0,1103.0,1103.0,13.7,0.0,0.0,0.0,24.6,0.0,0.0,40.0,0.0,0.0,14.8,0.1,0.0,0.0,0.0,0.0,0.0,159.0,672.0,147.0,662.0,150.0,616.0,151.0,623.0,0.0,0.0,-19.0,0.0,0.0,24.6,1.0,4.998,0.0,0.0,0.653,0.813,64.1,33.5,0.0,0.0,0.0,,0.0,1103.0,151.75,126.75,8.5,0.0,38.83549999999999,0.0,2025-11-06 14:23:18-08:00
743.81,2.0,10.0,2025-11-06 22:35:22,37.08161,-121.59956,250.0,0.0,108.6,-12.6,0.0,,0.0,0.0,0.0,10.9,-1.2,52.5,0.0,65.0,0.0,-0.02,1.0,0.0,-5.0,25.0,0.0,30.14,1211.0,0.0,0.0,316.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,64.0,34.0,1112.0,1112.0,13.7,0.0,0.0,0.0,24.7,0.0,0.0,40.0,0.0,0.0,14.7,0.1,0.0,0.0,0.0,0.0,0.0,159.0,673.0,147.0,662.0,150.0,615.0,151.0,623.0,0.0,0.0,-19.0,0.0,0.0,24.7,1.0,4.998,0.0,0.0,0.653,0.813,64.2,33.5,0.0,0.0,0.0,,0.0,1112.0,151.75,126.75,8.5,0.0,38.83549999999999,0.0,2025-11-06 14:23:18-08:00
744.06,2.0,10.0,2025-11-06 22:35:22,37.08161,-121.59956,250.0,0.0,108.6,-12.6,0.0,,0.0,0.0,0.0,10.9,-1.2,52.5,0.0,65.0,0.0,-0.02,1.0,0.0,-1.0,25.0,0.0,30.14,1211.0,0.0,0.0,316.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,64.0,34.0,1106.0,1106.0,13.7,0.0,0.0,0.0,24.8,0.0,0.0,40.0,0.0,0.0,14.6,0.1,0.0,0.0,0.0,0.0,0.0,159.0,673.0,147.0,662.0,150.0,616.0,151.0,623.0,0.0,0.0,-19.0,0.0,0.0,24.8,1.0,4.998,0.0,0.0,0.653,0.814,64.2,33.5,0.0,0.0,0.0,,0.0,1106.0,151.75,126.75,8.5,0.0,38.83549999999999,0.0,2025-11-06 14:23:18-08:00
744.31,2.0,10.0,2025-11-06 22:35:22,37.08161,-121.59956,250.0,0.0,108.6,-12.6,0.0,,0.0,0.0,0.0,10.9,-1.2,52.5,0.0,65.0,0.0,-0.02,1.0,0.0,0.0,25.0,0.0,30.14,1211.0,0.0,0.0,316.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,64.0,34.0,1108.0,1108.0,13.7,0.0,0.0,0.0,24.8,0.0,0.0,40.0,0.0,0.0,14.4,0.1,0.0,0.0,0.0,0.0,0.0,159.0,674.0,147.0,662.0,150.0,617.0,151.0,623.0,0.0,0.0,-19.0,0.0,0.0,24.8,1.0,4.998,0.0,0.0,0.653,0.813,64.2,33.5,0.0,0.0,0.0,,0.0,1108.0,151.75,126.75,8.5,0.0,38.83549999999999,0.0,2025-11-06 14:23:18-08:00
744.56,2.0,10.0,2025-11-06 22:35:23,37.08161,-121.59956,250.0,0.0,108.6,-12.6,0.0,,0.0,0.0,0.0,10.9,-1.2,52.5,0.0,65.0,0.0,-0.02,1.0,0.0,6.0,25.0,0.0,30.14,1211.0,0.0,0.0,316.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,64.0,34.0,1115.0,1115.0,13.8,0.0,0.0,0.0,24.7,0.0,0.0,40.0,0.0,0.0,14.3,0.1,0.0,0.0,0.0,0.0,0.0,159.0,674.0,147.0,662.0,150.0,616.0,151.0,623.0,0.0,0.0,-19.0,0.0,0.0,24.7,1.0,4.998,0.0,0.0,0.653,0.813,64.2,33.6,0.0,0.0,0.0,,0.0,1115.0,151.75,126.75,8.600000000000001,0.0,38.83549999999999,0.0,2025-11-06 14:23:18-08:00
744.81,2.0,10.0,2025-11-06 22:35:23,37.08161,-121.59956,250.0,0.0,108.6,-12.6,0.0,,0.0,0.0,0.0,10.9,-1.2,52.5,0.0,65.0,0.0,-0.02,1.0,0.0,20.0,25.0,0.0,30.14,1211.0,0.0,0.0,316.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,64.0,34.0,1115.0,1115.0,13.8,0.0,0.0,0.0,24.6,0.0,0.0,40.0,0.0,0.0,14.2,0.1,0.0,0.0,0.0,0.0,0.0,159.0,674.0,147.0,662.0,150.0,616.0,151.0,623.0,0.0,0.0,-19.0,0.0,0.0,24.6,1.0,4.998,0.0,0.0,0.653,0.813,64.3,33.6,0.0,0.0,0.0,,0.0,1115.0,151.75,126.75,8.600000000000001,0.0,38.83549999999999,0.0,2025-11-06 14:23:18-08:00
745.06,2.0,10.0,2025-11-06 22:35:23,37.08161,-121.59956,250.0,0.0,108.6,-12.6,0.0,,0.0,0.0,0.0,10.9,-1.2,52.6,0.0,65.0,0.0,-0.02,1.0,0.0,11.0,25.0,0.0,30.14,1211.0,0.0,0.0,316.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,64.0,34.0,1119.0,1119.0,13.8,0.0,0.0,0.0,24.7,0.0,0.0,40.0,0.0,0.0,14.1,0.1,0.0,0.0,0.0,0.0,0.0,159.0,674.0,147.0,662.0,150.0,616.0,151.0,623.0,0.0,0.0,-19.0,0.0,0.0,24.7,1.0,4.998,0.0,0.0,0.653,0.813,64.3,33.6,0.0,0.0,0.0,,0.0,1119.0,151.75,126.75,8.600000000000001,0.0,38.83549999999999,0.0,2025-11-06 14:23:18-08:00
745.31,2.0,10.0,2025-11-06 22:35:23,37.08161,-121.59956,251.0,0.0,108.6,-12.6,0.0,,0.0,0.0,0.0,10.9,-1.2,52.5,0.0,65.0,0.0,-0.02,1.0,0.0,7.0,25.0,0.0,30.14,1211.0,0.0,0.0,316.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,64.0,34.0,1137.0,1137.0,13.8,0.0,0.0,0.0,24.8,0.0,0.0,40.0,0.0,0.0,14.0,0.1,0.0,0.0,0.0,0.0,0.0,159.0,675.0,147.0,662.0,150.0,616.0,151.0,623.0,0.0,0.0,-19.0,0.0,0.0,24.8,1.0,4.998,0.0,0.0,0.653,0.813,64.4,33.6,0.0,0.0,0.0,,0.0,1137.0,151.75,126.75,8.600000000000001,0.0,38.83549999999999,0.0,2025-11-06 14:23:18-08:00
745.56,2.0,10.0,2025-11-06 22:35:24,37.08161,-121.59956,251.0,0.1,108.6,-12.6,0.0,,0.0,0.0,0.0,10.9,-1.2,52.6,0.0,65.0,0.0,-0.02,1.0,0.0,18.0,25.0,0.0,30.14,1211.0,0.0,0.0,316.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,65.0,34.0,1135.0,1135.0,13.7,0.0,0.0,0.0,24.6,0.0,0.0,40.0,0.0,0.0,13.9,0.1,0.0,0.0,0.0,0.0,0.0,159.0,676.0,147.0,661.0,150.0,617.0,151.0,623.0,0.0,0.0,-19.0,0.0,0.0,24.6,1.0,4.998,0.0,0.0,0.653,0.813,64.7,33.6,0.0,0.0,0.0,,0.0,1135.0,151.75,126.75,8.600000000000001,0.0,38.85658333333332,0.0,2025-11-06 14:23:18-08:00
745.81,2.0,10.0,2025-11-06 22:35:24,37.08161,-121.59956,251.0,0.1,108.6,-12.6,0.0,,0.0,0.0,0.0,10.9,-1.2,52.6,0.0,65.0,0.0,-0.02,1.0,0.0,22.0,25.0,0.0,30.14,1211.0,0.0,0.0,316.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,65.0,34.0,1116.0,1116.0,13.7,0.0,0.0,0.0,24.4,0.0,0.0,40.0,0.0,0.0,13.8,0.1,0.0,0.0,0.0,0.0,0.0,159.0,676.0,147.0,661.0,150.0,617.0,151.0,624.0,0.0,0.0,-19.0,0.0,0.0,24.4,1.0,4.998,0.0,0.0,0.653,0.814,64.7,33.6,0.0,0.0,0.0,,0.0,1116.0,151.75,126.75,8.600000000000001,0.0,38.898749999999986,0.0,2025-11-06 14:23:18-08:00
746.06,2.0,10.0,2025-11-06 22:35:24,37.08161,-121.59956,251.0,0.0,108.6,-12.6,0.0,,0.0,0.0,0.0,10.9,-1.1,52.6,0.0,65.0,0.0,-0.02,1.0,0.0,20.0,25.0,0.0,30.14,1211.0,0.0,0.0,316.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,65.0,34.0,1126.0,1126.0,13.7,0.0,0.0,0.0,24.6,0.0,0.0,40.0,0.0,0.0,13.7,0.1,0.0,0.0,0.0,0.0,0.0,159.0,676.0,147.0,661.0,150.0,617.0,151.0,624.0,0.0,0.0,-19.0,0.0,0.0,24.6,1.0,4.998,0.0,0.0,0.653,0.813,64.6,33.6,0.0,0.0,0.0,,0.0,1126.0,151.75,126.75,8.600000000000001,0.0,38.91983333333332,0.0,2025-11-06 14:23:18-08:00
746.31,2.0,10.0,2025-11-06 22:35:24,37.08161,-121.59956,250.0,0.0,108.6,-12.6,0.0,,0.0,0.0,0.0,10.9,-1.1,52.5,0.0,65.0,0.0,-0.02,1.0,0.0,23.0,25.0,0.0,30.14,1211.0,0.0,0.0,316.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,65.0,34.0,1152.0,1152.0,13.7,0.0,0.0,0.0,24.6,0.0,0.0,40.0,0.0,0.0,13.5,0.1,0.0,0.0,0.0,0.0,0.0,159.0,675.0,147.0,661.0,150.0,617.0,151.0,624.0,0.0,0.0,-19.0,0.0,0.0,24.6,1.0,4.998,0.0,0.0,0.653,0.813,64.6,33.6,0.0,0.0,0.0,,0.0,1152.0,151.75,126.75,8.600000000000001,0.0,38.91983333333332,0.0,2025-11-06 14:23:18-08:00
746.56,2.0,10.0,2025-11-06 22:35:25,37.08161,-121.59956,250.0,0.0,108.6,-12.6,0.0,,0.0,0.0,0.0,10.9,-1.2,52.5,0.0,65.0,-0.0,-0.02,0.9,0.0,29.0,25.0,0.0,30.14,1211.0,0.0,0.0,316.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,65.0,34.0,1163.0,1163.0,13.6,0.0,0.0,0.0,24.7,0.0,0.0,40.0,0.0,0.0,13.4,0.1,0.0,0.0,0.0,0.0,0.0,159.0,675.0,147.0,660.0,150.0,617.0,151.0,624.0,0.0,0.0,-19.0,0.0,0.0,24.7,1.0,4.998,0.0,0.0,0.653,0.814,65.0,33.6,0.0,0.0,0.0,,0.0,1163.0,151.75,126.75,8.600000000000001,0.0,38.91983333333332,0.0,2025-11-06 14:23:18-08:00
